booking_id,rental_company,pickup_country,customer_segment,vehicle_class,booking_date,pickup_year,pickup_month,lead_time,rental_days,daily_rate,total_revenue,adults,children,is_cancelled,payment_type,loyalty_tier,insurance_opted,child_seat_requested
DN701595,DriveNow,IND,Loyalty Club,Sedan,2025-01-31,2025,March,31,7,2802.7,19618.9,1,1,0,Corporate Billing,Gold,0,1
DN701596,CityWheels,IND,Online TA,Hatchback,2025-01-09,2025,May,112,7,1519.95,10639.65,2,0,0,UPI,None,1,1
DN701597,RoadKing,IND,Direct,Hatchback,2024-09-29,2025,February,138,13,1847.95,24023.35,1,0,0,Corporate Billing,Gold,0,0
DN701598,EcoRent,USA,Offline TA/TO,Hatchback,2025-04-26,2025,June,44,4,1819.2,7276.8,2,0,0,Corporate Billing,None,0,1
DN701599,EcoRent,IND,Online TA,Premium SUV,2024-08-14,2024,September,28,2,3934.45,7868.9,1,1,0,Debit Card,Platinum,0,0
DN701600,DriveNow,ARE,Offline TA/TO,Sedan,2024-07-14,2024,August,36,4,2110.78,8443.12,2,0,0,Corporate Billing,None,0,0
DN701601,DriveNow,GBR,Corporate,Sedan,2025-01-01,2025,February,40,9,2800.42,25203.78,2,0,0,Credit Card,Platinum,0,0
DN701602,EcoRent,IND,Online TA,SUV,2026-05-19,2026,June,14,12,3364.38,40372.56,3,0,0,UPI,Silver,0,0
DN701603,EcoRent,USA,Corporate,Sedan,2026-05-23,2026,September,102,2,2314.03,4628.06,5,0,0,Debit Card,Gold,0,0
DN701604,DriveNow,ARE,Direct,SUV,2024-04-29,2024,May,12,2,3136.02,6272.04,5,0,0,Cash,Gold,0,0
DN701605,CityWheels,IND,Direct,Hatchback,2025-06-21,2025,June,5,12,1736.75,20841.0,3,0,0,Corporate Billing,Gold,0,0
DN701606,DriveNow,ARE,Offline TA/TO,Sedan,2023-11-17,2024,January,46,7,2280.17,15961.19,3,3,0,UPI,None,0,0
DN701607,DriveNow,ARE,Online TA,Sedan,2024-03-14,2024,April,27,2,2039.39,4078.78,2,0,0,UPI,Silver,0,0
DN701608,PrimeCars,THA,Corporate,Hatchback,2025-03-16,2025,June,83,6,1677.61,10065.66,3,0,0,Credit Card,None,0,0
DN701609,RoadKing,SGP,Online TA,Sedan,2026-02-05,2026,March,39,2,2450.06,4900.12,2,0,0,Corporate Billing,Gold,0,0
DN701610,PrimeCars,FRA,Direct,SUV,2025-01-20,2025,January,6,4,3073.35,12293.4,2,0,0,Cash,None,0,0
DN701611,CityWheels,THA,Online TA,SUV,2025-06-14,2025,June,7,7,3626.95,25388.65,5,1,0,Credit Card,None,0,1
DN701612,PrimeCars,IND,Offline TA/TO,Luxury,2024-12-11,2024,December,15,3,10732.55,32197.65,1,0,0,Credit Card,None,0,1
DN701613,EcoRent,MYS,Loyalty Club,Hatchback,2025-02-04,2025,May,103,2,1399.96,2799.92,4,0,0,UPI,None,0,0
DN701614,DriveNow,GBR,Corporate,Sedan,2024-01-01,2024,February,42,2,2475.98,4951.96,2,0,0,Credit Card,Silver,0,0
DN701615,EcoRent,JPN,Direct,Premium SUV,2024-11-25,2025,January,40,5,4108.02,20540.1,2,1,0,Corporate Billing,None,0,0
DN701616,PrimeCars,ZAF,Online TA,Sedan,2024-10-01,2024,November,50,12,1631.92,19583.04,1,1,0,Credit Card,None,0,0
DN701617,EcoRent,IND,Corporate,Sedan,2024-05-24,2024,August,82,1,2404.65,2404.65,2,0,1,Credit Card,Silver,0,0
DN701618,EcoRent,ZAF,Offline TA/TO,SUV,2026-02-15,2026,April,56,4,3305.54,13222.16,1,0,1,UPI,Silver,0,0
DN701619,RoadKing,IND,Online TA,Premium SUV,2025-08-02,2025,September,53,4,6600.55,26402.2,3,0,1,Credit Card,Platinum,0,0
DN701620,DriveNow,IND,Offline TA/TO,Sedan,2024-12-12,2024,December,14,5,2615.76,13078.8,5,1,0,Credit Card,None,0,0
DN701621,CityWheels,IND,Online TA,Premium SUV,2026-05-05,2026,May,10,13,6038.33,78498.29,4,0,0,Credit Card,Platinum,0,0
DN701622,PrimeCars,MYS,Direct,Premium SUV,2026-06-27,2026,September,66,8,4225.72,33805.76,5,3,0,Corporate Billing,Gold,1,0
DN701623,EcoRent,SGP,Corporate,Sedan,2026-08-22,2026,October,54,4,2696.96,10787.84,2,2,0,UPI,None,0,1
DN701624,CityWheels,USA,Online TA,Sedan,2026-07-03,2026,September,84,5,2472.57,12362.85,5,3,0,Debit Card,None,0,0
DN701625,EcoRent,GBR,Online TA,Hatchback,2023-12-31,2024,April,100,2,2155.6,4311.2,2,0,0,Corporate Billing,Gold,1,0
DN701626,DriveNow,IND,Online TA,Hatchback,2025-02-01,2025,April,75,9,1469.56,13226.04,2,0,0,UPI,Gold,0,1
DN701627,DriveNow,MYS,Loyalty Club,Hatchback,2024-02-20,2024,March,21,5,1505.34,7526.7,3,0,0,Debit Card,Silver,0,1
DN701628,PrimeCars,DEU,Direct,Premium SUV,2024-06-29,2024,September,64,9,4168.72,37518.48,3,0,0,UPI,Gold,0,0
DN701629,EcoRent,IND,Corporate,SUV,2023-12-04,2024,January,44,11,2706.67,29773.37,2,0,0,Credit Card,None,0,0
DN701630,CityWheels,ARE,Online TA,Hatchback,2024-09-21,2024,November,47,5,1718.21,8591.05,2,0,0,Corporate Billing,None,0,0
DN701631,DriveNow,IND,Direct,Sedan,2024-12-27,2025,February,50,7,2656.81,18597.67,2,0,0,Debit Card,None,0,0
DN701632,EcoRent,IND,Corporate,Hatchback,2025-12-17,2026,February,46,3,1777.84,5333.52,2,0,1,UPI,Gold,0,0
DN701633,DriveNow,ARE,Direct,Sedan,2026-02-02,2026,February,13,13,2712.66,35264.58,5,2,0,Debit Card,None,0,1
DN701634,EcoRent,SGP,Offline TA/TO,Hatchback,2024-06-02,2024,June,20,2,1183.2,2366.4,2,0,0,Corporate Billing,None,0,0
DN701635,CityWheels,FRA,Online TA,SUV,2025-03-24,2025,April,28,2,2681.94,5363.88,1,0,0,UPI,None,1,0
DN701636,EcoRent,IND,Corporate,Hatchback,2024-06-01,2024,October,131,9,1721.06,15489.54,2,0,0,Debit Card,Platinum,0,0
DN701637,DriveNow,IND,Corporate,SUV,2024-05-09,2024,July,59,6,3797.08,22782.48,3,0,0,Credit Card,None,1,0
DN701638,RoadKing,DEU,Direct,Hatchback,2025-03-26,2025,May,36,4,2074.74,8298.96,2,0,0,Corporate Billing,None,1,0
DN701639,DriveNow,JPN,Offline TA/TO,Sedan,2026-07-30,2026,August,22,8,2055.42,16443.36,2,2,0,Cash,Silver,0,0
DN701640,EcoRent,IND,Online TA,Van,2025-11-04,2026,January,80,5,4236.52,21182.6,2,0,0,Credit Card,Silver,0,0
DN701641,RoadKing,IND,Direct,SUV,2026-03-27,2026,June,88,5,3895.25,19476.25,2,2,1,UPI,Platinum,0,0
DN701642,PrimeCars,IND,Online TA,Hatchback,2025-05-02,2025,July,74,3,1454.38,4363.14,1,0,0,Corporate Billing,None,0,1
DN701643,PrimeCars,IND,Corporate,SUV,2026-07-15,2026,July,3,8,2785.06,22280.48,2,0,0,Corporate Billing,Silver,0,0
DN701644,EcoRent,THA,Direct,SUV,2025-05-06,2025,July,74,4,3911.13,15644.52,2,0,0,Corporate Billing,None,1,1
DN701645,PrimeCars,IND,Corporate,Sedan,2025-05-20,2025,June,22,6,1801.02,10806.12,2,0,1,UPI,Silver,0,0
DN701646,RoadKing,FRA,Corporate,Sedan,2025-09-17,2025,December,82,8,2333.43,18667.44,2,0,0,Corporate Billing,Silver,0,0
DN701647,CityWheels,AUS,Offline TA/TO,Premium SUV,2025-07-01,2025,August,35,7,5270.71,36894.97,4,0,1,UPI,None,0,0
DN701648,RoadKing,THA,Online TA,Hatchback,2024-09-14,2024,October,39,5,1472.56,7362.8,2,0,0,Debit Card,None,0,0
DN701649,DriveNow,DEU,Offline TA/TO,Van,2025-04-10,2025,June,57,3,3481.94,10445.82,3,0,0,Credit Card,None,0,0
DN701650,PrimeCars,THA,Offline TA/TO,Sedan,2026-08-22,2026,October,64,4,1909.49,7637.96,2,0,1,UPI,None,0,0
DN701651,CityWheels,IND,Corporate,SUV,2025-06-30,2025,August,48,5,3073.61,15368.05,1,1,0,Debit Card,None,0,0
DN701652,RoadKing,USA,Direct,Hatchback,2026-04-02,2026,April,24,2,1690.91,3381.82,2,0,0,Credit Card,Platinum,1,0
DN701653,EcoRent,DEU,Direct,Sedan,2025-02-18,2025,April,51,7,2697.99,18885.93,1,0,0,Corporate Billing,None,0,0
DN701654,DriveNow,FRA,Offline TA/TO,Hatchback,2025-04-02,2025,June,69,2,1663.56,3327.12,2,0,0,UPI,None,1,1
DN701655,PrimeCars,IND,Online TA,SUV,2026-03-20,2026,May,47,14,4023.66,56331.24,4,0,1,Debit Card,Silver,1,0
DN701656,EcoRent,SGP,Direct,SUV,2025-08-13,2025,October,54,13,3733.63,48537.19,2,0,0,UPI,Silver,0,0
DN701657,DriveNow,IND,Online TA,SUV,2024-03-22,2024,April,22,4,3220.39,12881.56,1,0,0,Credit Card,Platinum,0,0
DN701658,EcoRent,JPN,Corporate,SUV,2024-12-27,2025,March,82,16,3649.82,58397.12,1,1,0,UPI,Platinum,0,0
DN701659,DriveNow,IND,Direct,SUV,2024-03-25,2024,May,57,6,3455.99,20735.94,2,0,0,Credit Card,None,0,0
DN701660,CityWheels,USA,Offline TA/TO,SUV,2024-04-01,2024,May,55,7,2337.02,16359.14,2,0,0,Credit Card,Silver,0,0
DN701661,RoadKing,ARE,Offline TA/TO,Sedan,2025-02-12,2025,June,123,4,1952.8,7811.2,2,0,0,Credit Card,Silver,0,0
DN701662,CityWheels,DEU,Loyalty Club,Sedan,2026-06-21,2026,August,43,3,2483.17,7449.51,1,0,0,Corporate Billing,Gold,1,0
DN701663,PrimeCars,ARE,Direct,Sedan,2025-03-12,2025,May,60,1,2055.33,2055.33,1,0,0,Corporate Billing,Gold,0,0
DN701664,DriveNow,USA,Corporate,Sedan,2025-03-11,2025,April,29,4,1729.93,6919.72,3,3,0,Debit Card,Platinum,0,0
DN701665,PrimeCars,SGP,Direct,SUV,2025-09-04,2025,September,11,8,3589.04,28712.32,3,0,0,Credit Card,None,1,0
DN701666,RoadKing,ZAF,Corporate,Sedan,2025-11-19,2026,January,60,3,2193.41,6580.23,2,0,0,Cash,Silver,0,0
DN701667,PrimeCars,ARE,Offline TA/TO,Hatchback,2024-11-23,2025,January,45,7,1176.72,8237.04,3,0,0,Credit Card,Silver,0,0
DN701668,CityWheels,IND,Offline TA/TO,Premium SUV,2025-08-19,2025,September,27,8,4159.19,33273.52,3,1,0,Debit Card,Silver,1,0
DN701669,EcoRent,DEU,Corporate,Hatchback,2025-01-20,2025,March,55,8,1629.47,13035.76,5,0,0,Debit Card,Platinum,0,0
DN701670,CityWheels,IND,Direct,Hatchback,2025-10-28,2025,November,5,7,1642.0,11494.0,2,0,0,Debit Card,None,1,0
DN701671,PrimeCars,ARE,Online TA,Sedan,2024-03-07,2024,June,95,7,2591.85,18142.95,1,1,0,UPI,None,0,1
DN701672,DriveNow,IND,Loyalty Club,SUV,2024-11-20,2024,December,34,2,3966.28,7932.56,2,1,0,Credit Card,None,0,1
DN701673,DriveNow,IND,Corporate,SUV,2025-05-07,2025,July,74,2,2483.02,4966.04,2,0,0,UPI,None,0,0
DN701674,CityWheels,IND,Offline TA/TO,SUV,2026-05-10,2026,August,88,4,2945.1,11780.4,3,0,0,Corporate Billing,Silver,0,0
DN701675,EcoRent,GBR,Loyalty Club,Van,2025-05-08,2025,August,95,7,2998.75,20991.25,2,0,0,Corporate Billing,None,0,0
DN701676,PrimeCars,USA,Offline TA/TO,Hatchback,2024-12-13,2025,January,30,3,1259.09,3777.27,3,0,0,Credit Card,Silver,0,0
DN701677,DriveNow,THA,Direct,Van,2026-05-18,2026,June,39,4,4114.34,16457.36,2,0,1,Cash,Gold,0,0
DN701678,CityWheels,IND,Direct,Sedan,2025-05-04,2025,May,6,11,2291.21,25203.31,2,0,0,Credit Card,Gold,0,0
DN701679,DriveNow,IND,Corporate,Luxury,2024-02-13,2024,March,20,5,7188.97,35944.85,4,0,0,Corporate Billing,None,0,0
DN701680,DriveNow,GBR,Online TA,Luxury,2025-01-12,2025,February,45,8,8388.99,67111.92,2,0,0,Corporate Billing,Gold,1,0
DN701681,CityWheels,ZAF,Offline TA/TO,Hatchback,2024-08-02,2024,September,33,5,1696.81,8484.05,5,0,0,Debit Card,Gold,0,0
DN701682,RoadKing,AUS,Online TA,SUV,2025-09-17,2025,October,20,7,4035.07,28245.49,1,0,0,Corporate Billing,None,0,0
DN701683,EcoRent,IND,Corporate,Sedan,2024-08-13,2024,October,64,7,2826.2,19783.4,2,0,0,Corporate Billing,None,0,0
DN701684,CityWheels,THA,Direct,Hatchback,2026-03-25,2026,May,58,7,1801.53,12610.71,2,0,0,Debit Card,Silver,0,1
DN701685,CityWheels,USA,Online TA,Sedan,2026-04-26,2026,August,109,2,2285.22,4570.44,2,0,0,Corporate Billing,Gold,0,0
DN701686,CityWheels,ARE,Loyalty Club,Sedan,2025-07-12,2025,September,61,4,2368.71,9474.84,2,0,0,Credit Card,None,0,0
DN701687,EcoRent,GBR,Online TA,Sedan,2026-03-02,2026,March,15,8,2067.59,16540.72,3,0,0,UPI,None,0,0
DN701688,PrimeCars,FRA,Offline TA/TO,Sedan,2024-09-20,2025,January,119,5,2405.03,12025.15,2,3,1,Corporate Billing,Gold,0,0
DN701689,DriveNow,GBR,Online TA,Luxury,2024-05-04,2024,June,32,7,7286.04,51002.28,2,0,0,Credit Card,None,1,1
DN701690,PrimeCars,IND,Direct,Sedan,2026-07-19,2026,July,3,3,1599.36,4798.08,3,0,0,UPI,None,0,1
DN701691,DriveNow,IND,Online TA,Sedan,2026-09-04,2026,October,53,7,3213.25,22492.75,1,0,0,UPI,None,0,0
DN701692,RoadKing,SGP,Offline TA/TO,Hatchback,2025-07-20,2025,August,32,7,954.05,6678.35,4,1,0,Credit Card,None,0,0
DN701693,EcoRent,GBR,Online TA,Luxury,2026-06-23,2026,August,53,7,6115.32,42807.24,2,0,0,Credit Card,Gold,0,0
DN701694,RoadKing,IND,Direct,Hatchback,2024-09-05,2024,November,58,5,1775.23,8876.15,2,0,1,Corporate Billing,Silver,0,0
DN701695,CityWheels,DEU,Online TA,Hatchback,2025-09-13,2025,December,102,3,1552.71,4658.13,3,3,0,Debit Card,None,0,0
DN701696,DriveNow,DEU,Online TA,Hatchback,2025-02-14,2025,April,51,3,1475.47,4426.41,1,0,0,UPI,Platinum,0,0
DN701697,CityWheels,FRA,Offline TA/TO,Sedan,2025-05-04,2025,June,39,5,2819.42,14097.1,5,0,0,UPI,None,0,0
DN701698,EcoRent,IND,Loyalty Club,SUV,2026-02-11,2026,April,51,5,3254.33,16271.65,1,0,0,Debit Card,Platinum,0,1
DN701699,EcoRent,MYS,Offline TA/TO,Hatchback,2025-02-22,2025,March,33,5,1332.93,6664.65,1,3,0,Corporate Billing,None,1,0
DN701700,RoadKing,ZAF,Direct,SUV,2025-09-21,2026,January,111,4,3237.15,12948.6,2,0,0,Debit Card,Gold,1,0
DN701701,RoadKing,IND,Online TA,Hatchback,2026-06-09,2026,June,4,2,1228.24,2456.48,5,0,1,Corporate Billing,Gold,1,0
DN701702,EcoRent,ARE,Offline TA/TO,Hatchback,2024-10-09,2024,November,43,6,1487.25,8923.5,1,0,0,Cash,None,0,1
DN701703,EcoRent,SGP,Direct,Premium SUV,2026-04-19,2026,April,3,3,4322.34,12967.02,5,1,0,Credit Card,Gold,0,0
DN701704,PrimeCars,GBR,Corporate,Premium SUV,2025-04-05,2025,May,36,2,5988.57,11977.14,2,0,0,Corporate Billing,Gold,0,0
DN701705,PrimeCars,IND,Corporate,Sedan,2024-01-18,2024,April,83,9,2668.4,24015.6,3,0,0,Credit Card,None,0,0
DN701706,EcoRent,ARE,Direct,Hatchback,2024-05-31,2024,July,36,8,1520.42,12163.36,4,0,0,Credit Card,Gold,0,0
DN701707,CityWheels,USA,Online TA,Van,2023-10-23,2024,January,90,4,4288.54,17154.16,1,0,0,Credit Card,Platinum,0,1
DN701708,RoadKing,IND,Direct,Premium SUV,2025-10-17,2026,January,98,7,5658.24,39607.68,3,0,0,UPI,Platinum,0,0
DN701709,DriveNow,IND,Corporate,Luxury,2024-11-21,2024,December,27,9,5339.44,48054.96,5,0,0,UPI,None,0,0
DN701710,PrimeCars,IND,Corporate,SUV,2024-05-20,2024,July,50,3,2761.13,8283.39,4,0,0,Corporate Billing,None,0,0
DN701711,CityWheels,IND,Online TA,Sedan,2024-06-23,2024,July,26,7,2041.62,14291.34,3,0,1,Credit Card,None,0,0
DN701712,RoadKing,SGP,Direct,Van,2024-11-05,2025,February,102,2,3666.1,7332.2,2,0,0,Credit Card,Silver,0,0
DN701713,DriveNow,AUS,Direct,Luxury,2024-11-11,2024,November,14,7,8565.42,59957.94,1,0,0,Credit Card,Silver,0,0
DN701714,EcoRent,IND,Online TA,Van,2026-05-04,2026,July,59,5,4794.38,23971.9,2,0,1,UPI,None,1,0
DN701715,DriveNow,MYS,Direct,Sedan,2026-09-23,2026,October,22,10,2267.49,22674.9,2,0,0,Corporate Billing,None,0,0
DN701716,CityWheels,AUS,Direct,Premium SUV,2026-06-02,2026,July,30,5,4168.1,20840.5,3,0,0,UPI,None,0,0
DN701717,DriveNow,IND,Corporate,Sedan,2024-11-17,2024,December,28,8,2400.54,19204.32,2,0,0,Corporate Billing,None,0,0
DN701718,RoadKing,IND,Corporate,SUV,2025-05-17,2025,July,69,6,4972.92,29837.52,3,0,0,Cash,Silver,0,0
DN701719,CityWheels,IND,Online TA,SUV,2026-02-12,2026,April,50,10,3332.52,33325.2,2,0,0,Debit Card,None,0,1
DN701720,EcoRent,IND,Offline TA/TO,SUV,2025-03-14,2025,May,49,2,3828.2,7656.4,1,0,1,Credit Card,None,1,0
DN701721,CityWheels,SGP,Online TA,SUV,2024-12-07,2025,April,136,14,3630.88,50832.32,2,0,0,Debit Card,None,0,0
DN701722,EcoRent,IND,Direct,Sedan,2026-08-13,2026,November,82,7,2156.34,15094.38,2,0,0,Debit Card,Gold,0,0
DN701723,PrimeCars,MYS,Corporate,Sedan,2025-02-03,2025,June,132,4,1985.8,7943.2,3,0,0,Credit Card,Silver,0,0
DN701724,RoadKing,AUS,Online TA,Hatchback,2026-07-21,2026,September,69,6,1605.1,9630.6,4,0,0,Credit Card,None,0,0
DN701725,RoadKing,USA,Offline TA/TO,Luxury,2024-04-22,2024,August,119,2,11407.05,22814.1,1,0,0,Credit Card,Gold,0,0
DN701726,EcoRent,IND,Loyalty Club,SUV,2025-12-03,2026,January,36,6,3484.38,20906.28,2,0,0,Debit Card,Platinum,0,0
DN701727,PrimeCars,THA,Corporate,Hatchback,2024-09-27,2024,October,24,2,1224.8,2449.6,3,2,0,Debit Card,None,0,0
DN701728,DriveNow,IND,Offline TA/TO,SUV,2023-12-21,2024,January,11,1,3758.58,3758.58,2,0,0,Credit Card,Silver,0,1
DN701729,EcoRent,ARE,Online TA,Sedan,2026-04-10,2026,June,63,3,2067.92,6203.76,3,0,1,Debit Card,None,1,1
DN701730,EcoRent,USA,Direct,SUV,2026-05-04,2026,July,73,4,2789.03,11156.12,2,2,0,Debit Card,None,1,0
DN701731,CityWheels,IND,Offline TA/TO,Hatchback,2024-06-26,2024,August,58,1,1528.82,1528.82,2,0,0,Credit Card,None,1,0
DN701732,PrimeCars,IND,Direct,Van,2025-06-13,2025,July,19,4,3588.17,14352.68,2,0,1,Corporate Billing,Silver,0,0
DN701733,CityWheels,AUS,Offline TA/TO,Premium SUV,2026-08-26,2026,September,17,8,5827.64,46621.12,3,0,0,Credit Card,Silver,0,0
DN701734,CityWheels,AUS,Loyalty Club,Sedan,2024-09-25,2024,October,26,6,2215.31,13291.86,3,0,0,Debit Card,None,0,0
DN701735,PrimeCars,IND,Corporate,Sedan,2025-05-20,2025,August,73,10,2572.53,25725.3,2,1,0,Credit Card,None,1,1
DN701736,PrimeCars,IND,Loyalty Club,Premium SUV,2026-06-14,2026,July,26,7,5642.69,39498.83,3,0,0,UPI,Platinum,0,0
DN701737,PrimeCars,DEU,Loyalty Club,Hatchback,2023-11-07,2024,February,89,7,1962.25,13735.75,2,0,0,Credit Card,Platinum,0,0
DN701738,CityWheels,THA,Loyalty Club,Van,2023-12-18,2024,January,32,4,3448.66,13794.64,2,2,0,Debit Card,None,0,0
DN701739,EcoRent,IND,Online TA,Hatchback,2025-03-17,2025,May,52,8,1373.23,10985.84,2,0,0,Credit Card,None,0,0
DN701740,CityWheels,SGP,Online TA,Sedan,2024-04-21,2024,May,28,4,2384.4,9537.6,2,0,0,Credit Card,None,0,0
DN701741,RoadKing,GBR,Online TA,Sedan,2025-09-26,2025,November,59,5,2306.92,11534.6,2,1,0,Credit Card,None,1,0
DN701742,PrimeCars,ARE,Direct,Hatchback,2025-09-13,2025,November,70,2,1731.53,3463.06,3,0,1,Credit Card,Silver,0,0
DN701743,DriveNow,GBR,Corporate,Premium SUV,2026-02-15,2026,February,5,6,2670.25,16021.5,1,0,0,Corporate Billing,Silver,0,1
DN701744,RoadKing,GBR,Online TA,SUV,2024-07-25,2024,October,79,6,3434.7,20608.2,1,1,0,Corporate Billing,Gold,0,0
DN701745,PrimeCars,ARE,Online TA,Hatchback,2025-10-22,2025,December,66,3,1324.18,3972.54,3,1,0,Credit Card,Silver,0,0
DN701746,EcoRent,JPN,Direct,Premium SUV,2026-07-29,2026,August,30,3,4485.16,13455.48,2,0,0,UPI,Platinum,1,0
DN701747,CityWheels,IND,Offline TA/TO,Sedan,2024-06-07,2024,July,51,3,2432.54,7297.62,4,3,0,UPI,None,0,0
DN701748,PrimeCars,IND,Offline TA/TO,Van,2025-02-16,2025,May,91,5,3204.92,16024.6,1,0,0,Credit Card,Gold,1,0
DN701749,CityWheels,IND,Direct,SUV,2025-04-13,2025,July,81,9,2884.75,25962.75,4,0,0,Cash,Silver,1,1
DN701750,DriveNow,AUS,Online TA,SUV,2024-12-24,2025,March,93,3,3226.09,9678.27,3,0,1,UPI,Silver,0,1
DN701751,CityWheels,IND,Online TA,Hatchback,2024-07-12,2024,November,124,4,1272.54,5090.16,1,0,0,Credit Card,Gold,0,0
DN701752,RoadKing,USA,Corporate,Sedan,2025-04-21,2025,May,30,8,2111.04,16888.32,1,0,0,Credit Card,Silver,0,0
DN701753,EcoRent,IND,Loyalty Club,Luxury,2024-03-03,2024,April,49,7,5065.46,35458.22,1,0,0,Credit Card,Silver,1,0
DN701754,PrimeCars,IND,Corporate,SUV,2026-07-21,2026,August,34,4,3334.73,13338.92,2,0,0,UPI,Gold,0,0
DN701755,DriveNow,IND,Online TA,SUV,2026-07-29,2026,November,104,8,2679.83,21438.64,2,0,0,Cash,Silver,0,0
DN701756,RoadKing,SGP,Corporate,Sedan,2026-01-13,2026,February,38,7,2085.98,14601.86,3,0,0,Debit Card,Silver,0,0
DN701757,EcoRent,SGP,Corporate,Sedan,2024-06-12,2024,August,71,1,2902.53,2902.53,1,0,0,Credit Card,Gold,0,0
DN701758,DriveNow,USA,Online TA,SUV,2024-03-05,2024,March,3,7,3537.36,24761.52,1,2,0,UPI,Gold,1,0
DN701759,EcoRent,DEU,Online TA,Premium SUV,2025-05-16,2025,May,8,5,5093.71,25468.55,1,0,0,Debit Card,Silver,0,0
DN701760,PrimeCars,SGP,Corporate,SUV,2026-02-20,2026,July,134,1,3966.62,3966.62,2,0,0,Credit Card,Gold,0,0
DN701761,RoadKing,ARE,Corporate,Sedan,2024-07-05,2024,September,66,6,2861.78,17170.68,2,1,0,Credit Card,Platinum,1,0
DN701762,DriveNow,USA,Online TA,Sedan,2024-12-07,2025,March,100,8,2083.34,16666.72,3,0,0,Credit Card,None,0,0
DN701763,RoadKing,SGP,Corporate,Premium SUV,2026-05-28,2026,August,66,6,5061.42,30368.52,4,0,0,UPI,None,0,0
DN701764,EcoRent,SGP,Corporate,Hatchback,2026-06-11,2026,June,2,3,1588.03,4764.09,4,0,0,Credit Card,None,1,0
DN701765,PrimeCars,GBR,Online TA,Premium SUV,2026-07-09,2026,October,98,4,4338.6,17354.4,2,1,1,Credit Card,None,0,0
DN701766,CityWheels,MYS,Direct,Van,2026-10-04,2026,December,68,13,4065.92,52856.96,2,0,0,Credit Card,None,0,0
DN701767,PrimeCars,JPN,Corporate,Van,2025-05-24,2025,September,114,3,3240.48,9721.44,2,3,1,Credit Card,Silver,0,0
DN701768,DriveNow,SGP,Corporate,SUV,2025-04-14,2025,July,81,10,2882.44,28824.4,1,1,0,Credit Card,Gold,1,0
DN701769,CityWheels,IND,Corporate,Sedan,2025-05-09,2025,June,42,4,2221.73,8886.92,2,0,0,UPI,None,0,0
DN701770,CityWheels,IND,Corporate,Luxury,2026-09-23,2026,October,10,9,8854.88,79693.92,2,0,0,Debit Card,Silver,0,0
DN701771,DriveNow,DEU,Corporate,Luxury,2025-06-29,2025,September,72,6,8288.01,49728.06,2,0,0,Debit Card,None,0,1
DN701772,PrimeCars,GBR,Corporate,SUV,2025-04-06,2025,May,35,3,3113.36,9340.08,3,0,0,Credit Card,Silver,0,0
DN701773,DriveNow,USA,Online TA,SUV,2024-06-06,2024,August,62,7,3379.71,23657.97,1,2,1,Credit Card,Silver,0,0
DN701774,RoadKing,AUS,Corporate,Van,2025-03-31,2025,April,19,3,4416.29,13248.87,2,0,0,Credit Card,None,0,0
DN701775,CityWheels,IND,Direct,Sedan,2024-02-19,2024,May,80,4,2510.71,10042.84,2,0,0,Credit Card,None,0,0
DN701776,CityWheels,THA,Corporate,SUV,2025-06-04,2025,August,78,3,3552.07,10656.21,2,0,0,Credit Card,None,0,0
DN701777,PrimeCars,JPN,Corporate,Sedan,2024-08-11,2024,September,48,4,2807.62,11230.48,2,0,0,Debit Card,Gold,0,0
DN701778,EcoRent,GBR,Corporate,SUV,2024-03-18,2024,April,19,5,2255.48,11277.4,1,1,0,UPI,None,0,0
DN701779,EcoRent,SGP,Offline TA/TO,SUV,2025-01-07,2025,March,67,7,3418.33,23928.31,3,2,0,Credit Card,Gold,0,0
DN701780,RoadKing,ARE,Offline TA/TO,Hatchback,2024-08-15,2024,September,30,1,1742.72,1742.72,3,0,0,Credit Card,None,0,0
DN701781,CityWheels,ARE,Corporate,SUV,2025-02-24,2025,May,76,4,3419.51,13678.04,3,0,0,Corporate Billing,Silver,0,0
DN701782,EcoRent,IND,Offline TA/TO,Premium SUV,2023-12-23,2024,June,166,6,4592.59,27555.54,1,0,0,Corporate Billing,None,0,1
DN701783,DriveNow,DEU,Online TA,Sedan,2024-10-22,2024,December,44,7,1696.22,11873.54,3,0,0,Credit Card,Silver,0,0
DN701784,DriveNow,THA,Online TA,Hatchback,2025-06-19,2025,July,22,6,1651.36,9908.16,2,3,1,Credit Card,None,1,0
DN701785,EcoRent,AUS,Corporate,Luxury,2025-06-16,2025,July,36,3,11267.11,33801.33,2,0,0,Corporate Billing,None,0,1
DN701786,CityWheels,FRA,Online TA,SUV,2025-04-14,2025,May,29,2,3649.53,7299.06,2,0,0,Debit Card,None,0,0
DN701787,EcoRent,USA,Online TA,Sedan,2024-05-22,2024,July,67,6,2423.33,14539.98,1,0,0,Cash,Gold,0,0
DN701788,DriveNow,SGP,Direct,SUV,2025-06-10,2025,August,71,9,2605.12,23446.08,3,2,0,Debit Card,None,0,0
DN701789,CityWheels,IND,Direct,SUV,2026-01-24,2026,April,77,8,3360.5,26884.0,1,0,0,Debit Card,None,1,0
DN701790,DriveNow,USA,Offline TA/TO,Hatchback,2024-08-31,2024,November,79,5,1847.81,9239.05,4,0,1,Corporate Billing,None,0,0
